Date,District,Domestic (MLD),Industrial (MLD),Agricultural (MLD)
08-09-2023,Pune,714,832,1340
08-09-2023,Nagpur,1396,516,1318
08-09-2023,Nashik,1091,594,1400
08-09-2023,Mumbai,1336,1123,1208
08-09-2023,Aurangabad,1867,1133,417
08-09-2023,Thane,581,1126,963
08-09-2023,Kolhapur,1452,993,665
08-09-2023,Solapur,1926,380,1492
09-09-2023,Pune,902,573,813
09-09-2023,Nagpur,1083,1023,940
09-09-2023,Nashik,1939,963,768
09-09-2023,Mumbai,1452,301,649
09-09-2023,Aurangabad,833,1291,1439
09-09-2023,Thane,674,837,1456
09-09-2023,Kolhapur,1148,1147,1441
09-09-2023,Solapur,1729,487,642
10-09-2023,Pune,1861,1313,603
10-09-2023,Nagpur,1466,502,1409
10-09-2023,Nashik,1384,306,733
10-09-2023,Mumbai,754,984,445
10-09-2023,Aurangabad,1346,813,1257
10-09-2023,Thane,1595,1269,530
10-09-2023,Kolhapur,580,1098,782
10-09-2023,Solapur,564,373,930
11-09-2023,Pune,1258,565,767
11-09-2023,Nagpur,1107,1394,1354
11-09-2023,Nashik,835,940,428
11-09-2023,Mumbai,1671,1286,613
11-09-2023,Aurangabad,796,417,431
11-09-2023,Thane,718,434,1408
11-09-2023,Kolhapur,1626,1021,676
11-09-2023,Solapur,917,1460,1268
12-09-2023,Pune,798,415,436
12-09-2023,Nagpur,1697,1323,443
12-09-2023,Nashik,1293,870,751
12-09-2023,Mumbai,1128,994,1388
12-09-2023,Aurangabad,1675,1312,748
12-09-2023,Thane,570,372,408
12-09-2023,Kolhapur,1359,928,1474
12-09-2023,Solapur,814,640,771
13-09-2023,Pune,1327,437,1270
13-09-2023,Nagpur,688,942,866
13-09-2023,Nashik,593,736,1067
13-09-2023,Mumbai,746,1117,762
13-09-2023,Aurangabad,1741,1337,451
13-09-2023,Thane,1617,1389,606
13-09-2023,Kolhapur,557,848,1403
13-09-2023,Solapur,1272,1025,1262
14-09-2023,Pune,1460,956,1463
14-09-2023,Nagpur,1450,1235,449
14-09-2023,Nashik,996,1134,1426
14-09-2023,Mumbai,1613,1047,819
14-09-2023,Aurangabad,1570,716,758
14-09-2023,Thane,897,1299,890
14-09-2023,Kolhapur,1622,593,759
14-09-2023,Solapur,911,427,794
15-09-2023,Pune,727,1252,1464
15-09-2023,Nagpur,946,1049,792
15-09-2023,Nashik,637,536,454
15-09-2023,Mumbai,1226,924,685
15-09-2023,Aurangabad,1386,508,1118
15-09-2023,Thane,1745,336,702
15-09-2023,Kolhapur,1211,443,797
15-09-2023,Solapur,1840,524,1469
16-09-2023,Pune,1346,639,1230
16-09-2023,Nagpur,979,910,1245
16-09-2023,Nashik,851,1209,938
16-09-2023,Mumbai,794,329,544
16-09-2023,Aurangabad,590,1448,1478
16-09-2023,Thane,753,1410,836
16-09-2023,Kolhapur,1827,1126,591
16-09-2023,Solapur,1312,635,492
17-09-2023,Pune,1873,1443,415
17-09-2023,Nagpur,728,936,1139
17-09-2023,Nashik,1142,1149,1042
17-09-2023,Mumbai,1236,1278,1368
17-09-2023,Aurangabad,1437,1369,595
17-09-2023,Thane,1682,670,909
17-09-2023,Kolhapur,1772,963,1018
17-09-2023,Solapur,1296,1114,1248
18-09-2023,Pune,1988,1377,1464
18-09-2023,Nagpur,1314,618,472
18-09-2023,Nashik,913,1242,964
18-09-2023,Mumbai,1615,350,1163
18-09-2023,Aurangabad,1468,1452,635
18-09-2023,Thane,1509,972,530
18-09-2023,Kolhapur,969,792,525
18-09-2023,Solapur,1476,1398,582
19-09-2023,Pune,1746,986,1049
19-09-2023,Nagpur,794,1464,1401
19-09-2023,Nashik,657,940,807
19-09-2023,Mumbai,1634,878,1091
19-09-2023,Aurangabad,1848,603,1457
19-09-2023,Thane,830,672,1475
19-09-2023,Kolhapur,1010,1401,495
19-09-2023,Solapur,1375,710,527
20-09-2023,Pune,1852,629,474
20-09-2023,Nagpur,661,501,781
20-09-2023,Nashik,554,1441,1394
20-09-2023,Mumbai,1184,1220,908
20-09-2023,Aurangabad,1364,1129,562
20-09-2023,Thane,1698,524,833
20-09-2023,Kolhapur,1331,1051,479
20-09-2023,Solapur,1119,1299,867
21-09-2023,Pune,985,1165,704
21-09-2023,Nagpur,1731,764,828
21-09-2023,Nashik,515,1116,826
21-09-2023,Mumbai,1831,382,1115
21-09-2023,Aurangabad,1489,1338,1315
21-09-2023,Thane,799,1452,1372
21-09-2023,Kolhapur,1166,889,1088
21-09-2023,Solapur,1266,1077,1000
22-09-2023,Pune,1587,931,1111
22-09-2023,Nagpur,1562,513,549
22-09-2023,Nashik,678,1230,972
22-09-2023,Mumbai,1528,321,572
22-09-2023,Aurangabad,1070,730,758
22-09-2023,Thane,1860,1369,733
22-09-2023,Kolhapur,1134,1321,479
22-09-2023,Solapur,929,1094,731
23-09-2023,Pune,608,808,981
23-09-2023,Nagpur,1029,976,567
23-09-2023,Nashik,1114,385,448
23-09-2023,Mumbai,774,720,637
23-09-2023,Aurangabad,858,1432,1120
23-09-2023,Thane,1506,942,1318
23-09-2023,Kolhapur,1421,538,1396
23-09-2023,Solapur,518,1134,902
24-09-2023,Pune,1683,387,1464
24-09-2023,Nagpur,633,330,723
24-09-2023,Nashik,1436,1345,474
24-09-2023,Mumbai,903,417,802
24-09-2023,Aurangabad,557,646,524
24-09-2023,Thane,1163,1339,776
24-09-2023,Kolhapur,863,1369,1332
24-09-2023,Solapur,856,1096,1449
25-09-2023,Pune,1149,1246,1464
25-09-2023,Nagpur,870,1458,1128
25-09-2023,Nashik,1633,685,975
25-09-2023,Mumbai,1728,886,907
25-09-2023,Aurangabad,1223,314,454
25-09-2023,Thane,1299,539,424
25-09-2023,Kolhapur,1944,1057,843
25-09-2023,Solapur,1946,1336,500
26-09-2023,Pune,1253,590,1098
26-09-2023,Nagpur,612,1485,971
26-09-2023,Nashik,1055,782,716
26-09-2023,Mumbai,1735,1255,1337
26-09-2023,Aurangabad,1380,1303,967
26-09-2023,Thane,1905,408,1199
26-09-2023,Kolhapur,630,1335,1041
26-09-2023,Solapur,953,1250,725
27-09-2023,Pune,1999,1104,431
27-09-2023,Nagpur,905,575,1062
27-09-2023,Nashik,523,1016,1405
27-09-2023,Mumbai,643,704,994
27-09-2023,Aurangabad,1445,320,454
27-09-2023,Thane,1521,605,1343
27-09-2023,Kolhapur,1899,557,742
27-09-2023,Solapur,1069,1355,519
28-09-2023,Pune,883,707,1033
28-09-2023,Nagpur,837,1271,574
28-09-2023,Nashik,1398,1042,817
28-09-2023,Mumbai,1328,342,1222
28-09-2023,Aurangabad,1933,468,662
28-09-2023,Thane,1055,1225,628
28-09-2023,Kolhapur,1754,383,1168
28-09-2023,Solapur,1025,898,604
29-09-2023,Pune,1214,604,430
29-09-2023,Nagpur,1088,852,1333
29-09-2023,Nashik,512,706,598
29-09-2023,Mumbai,948,703,1222
29-09-2023,Aurangabad,1940,1098,1169
29-09-2023,Thane,1684,518,885
29-09-2023,Kolhapur,1339,1139,840
29-09-2023,Solapur,545,601,533
30-09-2023,Pune,757,438,434
30-09-2023,Nagpur,1581,1491,773
30-09-2023,Nashik,1567,1415,1487
30-09-2023,Mumbai,1297,1024,442
30-09-2023,Aurangabad,1205,1477,514
30-09-2023,Thane,1011,1282,1316
30-09-2023,Kolhapur,1070,796,1381
30-09-2023,Solapur,898,773,875
01-10-2023,Pune,1488,345,612
01-10-2023,Nagpur,1833,349,654
01-10-2023,Nashik,1709,855,583
01-10-2023,Mumbai,1214,966,795
01-10-2023,Aurangabad,1153,1404,564
01-10-2023,Thane,1621,1311,427
01-10-2023,Kolhapur,900,790,1175
01-10-2023,Solapur,1735,1476,849
02-10-2023,Pune,1490,506,830
02-10-2023,Nagpur,1495,943,1007
02-10-2023,Nashik,1079,1008,889
02-10-2023,Mumbai,1405,357,687
02-10-2023,Aurangabad,954,912,1066
02-10-2023,Thane,1309,630,1077
02-10-2023,Kolhapur,1144,676,1115
02-10-2023,Solapur,914,1359,1103
03-10-2023,Pune,1420,1164,930
03-10-2023,Nagpur,1047,878,475
03-10-2023,Nashik,596,1247,1275
03-10-2023,Mumbai,1609,1231,1333
03-10-2023,Aurangabad,1214,1497,554
03-10-2023,Thane,1801,931,638
03-10-2023,Kolhapur,1992,784,1480
03-10-2023,Solapur,841,1403,814
04-10-2023,Pune,1644,1007,1441
04-10-2023,Nagpur,528,652,1384
04-10-2023,Nashik,1495,768,1000
04-10-2023,Mumbai,1491,1426,1323
04-10-2023,Aurangabad,1926,401,1287
04-10-2023,Thane,1913,1389,784
04-10-2023,Kolhapur,1954,401,1190
04-10-2023,Solapur,1193,627,879
05-10-2023,Pune,1441,634,1077
05-10-2023,Nagpur,1820,549,1172
05-10-2023,Nashik,1663,1280,1002
05-10-2023,Mumbai,556,854,1374
05-10-2023,Aurangabad,610,733,1042
05-10-2023,Thane,1817,1022,1086
05-10-2023,Kolhapur,1095,707,1437
05-10-2023,Solapur,1599,1097,642
06-10-2023,Pune,1798,886,1003
06-10-2023,Nagpur,983,1460,1464
06-10-2023,Nashik,1128,739,1293
06-10-2023,Mumbai,547,736,579
06-10-2023,Aurangabad,1860,407,665
06-10-2023,Thane,1176,620,1399
06-10-2023,Kolhapur,1623,690,1081
06-10-2023,Solapur,723,1283,495
07-10-2023,Pune,1212,1074,562
07-10-2023,Nagpur,697,1166,911
07-10-2023,Nashik,1517,726,1265
07-10-2023,Mumbai,1333,1487,1037
07-10-2023,Aurangabad,513,542,605
07-10-2023,Thane,1698,757,432
07-10-2023,Kolhapur,1759,301,1241
07-10-2023,Solapur,1494,485,1270
08-10-2023,Pune,1900,703,789
08-10-2023,Nagpur,1576,1480,777
08-10-2023,Nashik,1865,1027,1287
08-10-2023,Mumbai,1211,352,1026
08-10-2023,Aurangabad,636,817,1281
08-10-2023,Thane,578,790,461
08-10-2023,Kolhapur,1924,605,1183
08-10-2023,Solapur,1921,850,788
09-10-2023,Pune,1255,774,640
09-10-2023,Nagpur,1354,1441,1241
09-10-2023,Nashik,1852,1362,805
09-10-2023,Mumbai,1554,994,405
09-10-2023,Aurangabad,1448,897,869
09-10-2023,Thane,578,389,769
09-10-2023,Kolhapur,1933,606,514
09-10-2023,Solapur,1184,686,921
10-10-2023,Pune,1454,802,1310
10-10-2023,Nagpur,1340,744,1208
10-10-2023,Nashik,655,901,1392
10-10-2023,Mumbai,1005,365,930
10-10-2023,Aurangabad,1560,404,1368
10-10-2023,Thane,1487,768,1481
10-10-2023,Kolhapur,1383,1311,1176
10-10-2023,Solapur,1688,471,1149
11-10-2023,Pune,558,534,1323
11-10-2023,Nagpur,1711,394,1411
11-10-2023,Nashik,930,1098,503
11-10-2023,Mumbai,541,749,1424
11-10-2023,Aurangabad,1420,361,1255
11-10-2023,Thane,508,719,638
11-10-2023,Kolhapur,1159,665,778
11-10-2023,Solapur,1647,629,909
12-10-2023,Pune,1937,750,486
12-10-2023,Nagpur,1491,859,842
12-10-2023,Nashik,886,1091,746
12-10-2023,Mumbai,1661,900,1064
12-10-2023,Aurangabad,1068,1093,659
12-10-2023,Thane,815,398,1377
12-10-2023,Kolhapur,1552,553,1474
12-10-2023,Solapur,773,945,470
13-10-2023,Pune,1166,1332,1430
13-10-2023,Nagpur,1025,767,1453
13-10-2023,Nashik,780,1301,700
13-10-2023,Mumbai,1937,365,478
13-10-2023,Aurangabad,543,994,1193
13-10-2023,Thane,1613,1473,903
13-10-2023,Kolhapur,685,584,474
13-10-2023,Solapur,831,728,1224
14-10-2023,Pune,1706,523,1118
14-10-2023,Nagpur,1135,995,1012
14-10-2023,Nashik,921,1362,1447
14-10-2023,Mumbai,1377,1157,1065
14-10-2023,Aurangabad,1166,1479,1119
14-10-2023,Thane,1317,413,817
14-10-2023,Kolhapur,825,376,532
14-10-2023,Solapur,1655,1478,1147
15-10-2023,Pune,1016,782,955
15-10-2023,Nagpur,1101,747,693
15-10-2023,Nashik,830,940,441
15-10-2023,Mumbai,1746,1495,1237
15-10-2023,Aurangabad,1820,1065,1133
15-10-2023,Thane,1415,998,765
15-10-2023,Kolhapur,1340,1455,598
15-10-2023,Solapur,531,410,505
16-10-2023,Pune,1964,900,815
16-10-2023,Nagpur,1049,1111,1120
16-10-2023,Nashik,1574,645,478
16-10-2023,Mumbai,909,494,1095
16-10-2023,Aurangabad,866,907,1327
16-10-2023,Thane,684,594,1059
16-10-2023,Kolhapur,524,322,459
16-10-2023,Solapur,727,688,1485
17-10-2023,Pune,794,714,690
17-10-2023,Nagpur,1097,838,1269
17-10-2023,Nashik,1424,1331,740
17-10-2023,Mumbai,1099,365,1080
17-10-2023,Aurangabad,1632,493,900
17-10-2023,Thane,1943,402,1076
17-10-2023,Kolhapur,1124,737,1206
17-10-2023,Solapur,740,1282,1159
18-10-2023,Pune,1804,857,1493
18-10-2023,Nagpur,1204,456,1309
18-10-2023,Nashik,554,439,1123
18-10-2023,Mumbai,955,549,1055
18-10-2023,Aurangabad,1273,1482,507
18-10-2023,Thane,734,1371,669
18-10-2023,Kolhapur,1282,1436,884
18-10-2023,Solapur,1193,389,874
19-10-2023,Pune,1433,1021,1374
19-10-2023,Nagpur,1014,307,400
19-10-2023,Nashik,640,798,1408
19-10-2023,Mumbai,1661,344,420
19-10-2023,Aurangabad,1622,531,1374
19-10-2023,Thane,1277,722,1090
19-10-2023,Kolhapur,1159,467,742
19-10-2023,Solapur,946,1158,1407
20-10-2023,Pune,1526,527,1172
20-10-2023,Nagpur,720,1348,1035
20-10-2023,Nashik,904,1338,498
20-10-2023,Mumbai,1385,345,926
20-10-2023,Aurangabad,1421,413,952
20-10-2023,Thane,847,507,639
20-10-2023,Kolhapur,914,1185,1424
20-10-2023,Solapur,1019,1422,1474
21-10-2023,Pune,1923,340,649
21-10-2023,Nagpur,1146,411,622
21-10-2023,Nashik,642,1127,581
21-10-2023,Mumbai,1519,697,1469
21-10-2023,Aurangabad,1732,387,952
21-10-2023,Thane,511,1197,1381
21-10-2023,Kolhapur,1946,529,559
21-10-2023,Solapur,1551,1305,1447
22-10-2023,Pune,1405,1271,576
22-10-2023,Nagpur,1527,972,1176
22-10-2023,Nashik,558,320,413
22-10-2023,Mumbai,948,1261,724
22-10-2023,Aurangabad,1759,1422,1318
22-10-2023,Thane,828,1409,409
22-10-2023,Kolhapur,1907,778,1129
22-10-2023,Solapur,810,685,1159
23-10-2023,Pune,1605,1401,1312
23-10-2023,Nagpur,611,437,651
23-10-2023,Nashik,1073,763,1057
23-10-2023,Mumbai,1164,1376,823
23-10-2023,Aurangabad,622,601,915
23-10-2023,Thane,1295,1431,1247
23-10-2023,Kolhapur,681,985,749
23-10-2023,Solapur,1723,363,1160
24-10-2023,Pune,1069,767,797
24-10-2023,Nagpur,1882,823,1244
24-10-2023,Nashik,1655,447,1379
24-10-2023,Mumbai,942,433,647
24-10-2023,Aurangabad,1166,425,656
24-10-2023,Thane,1531,1263,579
24-10-2023,Kolhapur,785,828,404
24-10-2023,Solapur,791,1341,962
25-10-2023,Pune,1856,378,1172
25-10-2023,Nagpur,1874,987,1040
25-10-2023,Nashik,825,1408,709
25-10-2023,Mumbai,1722,347,452
25-10-2023,Aurangabad,707,999,1183
25-10-2023,Thane,1920,788,1306
25-10-2023,Kolhapur,716,915,404
25-10-2023,Solapur,865,1041,785
26-10-2023,Pune,1063,498,522
26-10-2023,Nagpur,1679,898,1145
26-10-2023,Nashik,715,353,646
26-10-2023,Mumbai,926,1195,1178
26-10-2023,Aurangabad,1843,1458,1118
26-10-2023,Thane,1820,332,1324
26-10-2023,Kolhapur,1160,472,1185
26-10-2023,Solapur,1029,387,553
27-10-2023,Pune,513,906,698
27-10-2023,Nagpur,1156,1222,746
27-10-2023,Nashik,1210,1248,654
27-10-2023,Mumbai,1820,1222,630
27-10-2023,Aurangabad,578,454,1245
27-10-2023,Thane,1057,1168,490
27-10-2023,Kolhapur,1047,675,1253
27-10-2023,Solapur,1373,1243,1490
28-10-2023,Pune,1302,666,641
28-10-2023,Nagpur,1038,1375,494
28-10-2023,Nashik,919,1480,1068
28-10-2023,Mumbai,1384,393,852
28-10-2023,Aurangabad,892,1217,793
28-10-2023,Thane,1438,1357,706
28-10-2023,Kolhapur,1056,698,1340
28-10-2023,Solapur,1387,1172,1448
29-10-2023,Pune,1641,1303,760
29-10-2023,Nagpur,1302,546,811
29-10-2023,Nashik,540,832,1427
29-10-2023,Mumbai,876,1360,512
29-10-2023,Aurangabad,1923,972,965
29-10-2023,Thane,554,1413,698
29-10-2023,Kolhapur,1016,902,457
29-10-2023,Solapur,1678,352,619
30-10-2023,Pune,922,389,822
30-10-2023,Nagpur,996,328,1331
30-10-2023,Nashik,573,674,1344
30-10-2023,Mumbai,1210,854,723
30-10-2023,Aurangabad,1897,907,430
30-10-2023,Thane,980,477,1098
30-10-2023,Kolhapur,571,1413,660
30-10-2023,Solapur,1128,1068,1023
31-10-2023,Pune,522,587,785
31-10-2023,Nagpur,560,631,1278
31-10-2023,Nashik,1658,626,834
31-10-2023,Mumbai,1778,504,960
31-10-2023,Aurangabad,1859,619,989
31-10-2023,Thane,1321,673,1069
31-10-2023,Kolhapur,653,941,936
31-10-2023,Solapur,545,385,1100
01-11-2023,Pune,1555,360,668
01-11-2023,Nagpur,1544,1056,1349
01-11-2023,Nashik,549,307,875
01-11-2023,Mumbai,1741,462,700
01-11-2023,Aurangabad,1716,1427,1126
01-11-2023,Thane,1639,1213,1351
01-11-2023,Kolhapur,1440,692,1152
01-11-2023,Solapur,1693,364,1309
02-11-2023,Pune,1080,584,1210
02-11-2023,Nagpur,1152,1234,699
02-11-2023,Nashik,1107,1204,1454
02-11-2023,Mumbai,765,971,871
02-11-2023,Aurangabad,1653,735,595
02-11-2023,Thane,1973,1138,1136
02-11-2023,Kolhapur,777,870,1372
02-11-2023,Solapur,1343,325,797
03-11-2023,Pune,1142,1137,554
03-11-2023,Nagpur,999,1411,789
03-11-2023,Nashik,1578,1260,415
03-11-2023,Mumbai,644,662,868
03-11-2023,Aurangabad,880,1064,617
03-11-2023,Thane,1034,484,644
03-11-2023,Kolhapur,697,598,457
03-11-2023,Solapur,575,482,1276
04-11-2023,Pune,1230,1379,544
04-11-2023,Nagpur,920,1124,1266
04-11-2023,Nashik,1759,990,766
04-11-2023,Mumbai,952,432,845
04-11-2023,Aurangabad,1440,1188,495
04-11-2023,Thane,651,940,1475
04-11-2023,Kolhapur,973,879,1298
04-11-2023,Solapur,1345,1187,595
05-11-2023,Pune,1009,1175,481
05-11-2023,Nagpur,1268,573,952
05-11-2023,Nashik,1350,604,629
05-11-2023,Mumbai,1782,679,546
05-11-2023,Aurangabad,762,552,1392
05-11-2023,Thane,1912,499,1457
05-11-2023,Kolhapur,1478,776,1491
05-11-2023,Solapur,1486,388,583
06-11-2023,Pune,1980,329,1330
06-11-2023,Nagpur,1144,1241,804
06-11-2023,Nashik,976,991,1227
06-11-2023,Mumbai,1283,1445,1453
06-11-2023,Aurangabad,1214,385,1333
06-11-2023,Thane,1195,851,1014
06-11-2023,Kolhapur,1668,1333,1259
06-11-2023,Solapur,822,444,452
07-11-2023,Pune,1175,659,701
07-11-2023,Nagpur,1302,844,1084
07-11-2023,Nashik,715,1434,685
07-11-2023,Mumbai,634,538,807
07-11-2023,Aurangabad,1166,599,892
07-11-2023,Thane,583,1473,704
07-11-2023,Kolhapur,1352,872,589
07-11-2023,Solapur,549,1141,1385
08-11-2023,Pune,523,1220,792
08-11-2023,Nagpur,812,515,477
08-11-2023,Nashik,1060,1088,751
08-11-2023,Mumbai,1170,1485,1357
08-11-2023,Aurangabad,1404,1360,864
08-11-2023,Thane,1679,1410,844
08-11-2023,Kolhapur,994,1230,696
08-11-2023,Solapur,665,993,1310
09-11-2023,Pune,1506,1459,840
09-11-2023,Nagpur,672,384,551
09-11-2023,Nashik,593,1120,1304
09-11-2023,Mumbai,1284,1272,1236
09-11-2023,Aurangabad,1303,1255,738
09-11-2023,Thane,525,586,951
09-11-2023,Kolhapur,1426,1371,1119
09-11-2023,Solapur,1068,514,1099
10-11-2023,Pune,643,1261,940
10-11-2023,Nagpur,1169,1078,1428
10-11-2023,Nashik,866,338,684
10-11-2023,Mumbai,1603,915,1098
10-11-2023,Aurangabad,1491,603,1280
10-11-2023,Thane,1151,1029,414
10-11-2023,Kolhapur,903,548,997
10-11-2023,Solapur,1200,631,595
11-11-2023,Pune,1898,997,1302
11-11-2023,Nagpur,913,656,460
11-11-2023,Nashik,509,610,444
11-11-2023,Mumbai,1681,1411,1241
11-11-2023,Aurangabad,1596,1130,1443
11-11-2023,Thane,1526,1193,1183
11-11-2023,Kolhapur,937,1100,1097
11-11-2023,Solapur,1824,1455,952
12-11-2023,Pune,683,1191,1379
12-11-2023,Nagpur,1000,449,853
12-11-2023,Nashik,1857,482,523
12-11-2023,Mumbai,1018,1366,854
12-11-2023,Aurangabad,1632,672,692
12-11-2023,Thane,1275,757,628
12-11-2023,Kolhapur,959,565,1277
12-11-2023,Solapur,528,1213,1390
13-11-2023,Pune,1677,813,988
13-11-2023,Nagpur,1871,1059,413
13-11-2023,Nashik,962,1105,944
13-11-2023,Mumbai,1975,760,701
13-11-2023,Aurangabad,1893,1443,1315
13-11-2023,Thane,1287,945,1359
13-11-2023,Kolhapur,880,934,558
13-11-2023,Solapur,1146,1286,1400
14-11-2023,Pune,755,1295,1316
14-11-2023,Nagpur,1728,718,1183
14-11-2023,Nashik,574,364,620
14-11-2023,Mumbai,600,1214,459
14-11-2023,Aurangabad,1204,936,529
14-11-2023,Thane,1791,609,693
14-11-2023,Kolhapur,1809,1351,760
14-11-2023,Solapur,664,1182,1242
15-11-2023,Pune,1851,1194,1021
15-11-2023,Nagpur,1928,1087,647
15-11-2023,Nashik,969,1333,727
15-11-2023,Mumbai,1159,329,1294
15-11-2023,Aurangabad,1036,1025,525
15-11-2023,Thane,1186,1452,1442
15-11-2023,Kolhapur,1326,540,980
15-11-2023,Solapur,1660,1399,557
16-11-2023,Pune,1581,914,1309
16-11-2023,Nagpur,1557,456,670
16-11-2023,Nashik,1409,1117,758
16-11-2023,Mumbai,1174,1347,440
16-11-2023,Aurangabad,1261,1114,1451
16-11-2023,Thane,1553,896,471
16-11-2023,Kolhapur,974,1461,961
16-11-2023,Solapur,1920,818,1256
17-11-2023,Pune,1227,339,1229
17-11-2023,Nagpur,1587,877,1271
17-11-2023,Nashik,840,1088,509
17-11-2023,Mumbai,744,959,1114
17-11-2023,Aurangabad,1226,557,1380
17-11-2023,Thane,1612,1031,1465
17-11-2023,Kolhapur,722,378,1499
17-11-2023,Solapur,1511,894,513
18-11-2023,Pune,820,385,976
18-11-2023,Nagpur,1952,1460,930
18-11-2023,Nashik,1878,712,1115
18-11-2023,Mumbai,1659,391,1015
18-11-2023,Aurangabad,1015,393,972
18-11-2023,Thane,1347,743,943
18-11-2023,Kolhapur,1195,394,1232
18-11-2023,Solapur,799,910,1086
19-11-2023,Pune,847,302,1061
19-11-2023,Nagpur,1695,1093,588
19-11-2023,Nashik,549,479,1105
19-11-2023,Mumbai,1691,877,1173
19-11-2023,Aurangabad,1782,301,722
19-11-2023,Thane,1676,522,934
19-11-2023,Kolhapur,1398,962,636
19-11-2023,Solapur,1231,858,537
20-11-2023,Pune,523,582,1089
20-11-2023,Nagpur,1429,892,1014
20-11-2023,Nashik,937,371,1310
20-11-2023,Mumbai,1445,1278,448
20-11-2023,Aurangabad,1667,1024,1487
20-11-2023,Thane,1789,426,608
20-11-2023,Kolhapur,1912,955,1426
20-11-2023,Solapur,541,1242,1017
21-11-2023,Pune,1085,1432,1232
21-11-2023,Nagpur,742,1334,773
21-11-2023,Nashik,526,927,1288
21-11-2023,Mumbai,1806,1193,708
21-11-2023,Aurangabad,1753,814,997
21-11-2023,Thane,673,426,759
21-11-2023,Kolhapur,1351,618,1204
21-11-2023,Solapur,1336,1356,1175
22-11-2023,Pune,1226,1348,728
22-11-2023,Nagpur,1530,749,436
22-11-2023,Nashik,810,646,849
22-11-2023,Mumbai,1884,1151,1287
22-11-2023,Aurangabad,1894,312,439
22-11-2023,Thane,1641,1356,1384
22-11-2023,Kolhapur,1030,376,926
22-11-2023,Solapur,1951,630,1387
23-11-2023,Pune,886,1044,1223
23-11-2023,Nagpur,1776,525,902
23-11-2023,Nashik,1897,997,1431
23-11-2023,Mumbai,848,725,487
23-11-2023,Aurangabad,795,1074,1232
23-11-2023,Thane,1346,472,1143
23-11-2023,Kolhapur,1558,1269,1118
23-11-2023,Solapur,1940,1002,1255
24-11-2023,Pune,1338,1446,790
24-11-2023,Nagpur,817,499,1008
24-11-2023,Nashik,1729,681,1430
24-11-2023,Mumbai,552,504,758
24-11-2023,Aurangabad,1405,698,1066
24-11-2023,Thane,1680,411,520
24-11-2023,Kolhapur,1657,654,1210
24-11-2023,Solapur,1617,630,1218
25-11-2023,Pune,1413,1142,540
25-11-2023,Nagpur,1731,928,1385
25-11-2023,Nashik,1238,423,840
25-11-2023,Mumbai,570,761,768
25-11-2023,Aurangabad,1540,745,1424
25-11-2023,Thane,874,1469,681
25-11-2023,Kolhapur,999,1014,1005
25-11-2023,Solapur,1640,1011,1310
26-11-2023,Pune,1944,312,1358
26-11-2023,Nagpur,1477,487,728
26-11-2023,Nashik,1390,410,848
26-11-2023,Mumbai,639,1245,1402
26-11-2023,Aurangabad,1525,502,839
26-11-2023,Thane,1564,1326,969
26-11-2023,Kolhapur,1715,1316,815
26-11-2023,Solapur,1882,313,1090
27-11-2023,Pune,1959,787,1376
27-11-2023,Nagpur,1196,577,653
27-11-2023,Nashik,648,943,445
27-11-2023,Mumbai,1719,1423,1331
27-11-2023,Aurangabad,623,478,436
27-11-2023,Thane,1604,751,639
27-11-2023,Kolhapur,1355,326,1326
27-11-2023,Solapur,1712,1179,1192
28-11-2023,Pune,1663,1325,1029
28-11-2023,Nagpur,1504,490,900
28-11-2023,Nashik,1831,842,807
28-11-2023,Mumbai,1829,1435,410
28-11-2023,Aurangabad,1757,530,1120
28-11-2023,Thane,1031,1332,979
28-11-2023,Kolhapur,970,770,716
28-11-2023,Solapur,998,1018,433
29-11-2023,Pune,1012,368,794
29-11-2023,Nagpur,877,1409,414
29-11-2023,Nashik,1331,1027,1153
29-11-2023,Mumbai,1261,1004,607
29-11-2023,Aurangabad,1389,1326,613
29-11-2023,Thane,1867,1352,589
29-11-2023,Kolhapur,1183,351,1196
29-11-2023,Solapur,885,685,1070
30-11-2023,Pune,1286,1093,850
30-11-2023,Nagpur,541,414,1119
30-11-2023,Nashik,701,1427,1337
30-11-2023,Mumbai,617,1374,1217
30-11-2023,Aurangabad,1418,1060,561
30-11-2023,Thane,600,1456,452
30-11-2023,Kolhapur,1490,1169,959
30-11-2023,Solapur,927,579,450
01-12-2023,Pune,1994,354,1026
01-12-2023,Nagpur,1902,595,1281
01-12-2023,Nashik,1620,835,1426
01-12-2023,Mumbai,1178,1224,647
01-12-2023,Aurangabad,794,1140,928
01-12-2023,Thane,1063,940,483
01-12-2023,Kolhapur,766,409,1017
01-12-2023,Solapur,1304,1046,1359
02-12-2023,Pune,1203,1276,1206
02-12-2023,Nagpur,1719,1072,883
02-12-2023,Nashik,1089,570,1199
02-12-2023,Mumbai,1225,1339,1013
02-12-2023,Aurangabad,712,685,1460
02-12-2023,Thane,1807,659,605
02-12-2023,Kolhapur,633,1360,1303
02-12-2023,Solapur,520,630,1359
03-12-2023,Pune,1599,997,1285
03-12-2023,Nagpur,1251,1118,400
03-12-2023,Nashik,1409,989,1339
03-12-2023,Mumbai,1029,1256,541
03-12-2023,Aurangabad,1892,1415,721
03-12-2023,Thane,1563,455,1078
03-12-2023,Kolhapur,1196,585,554
03-12-2023,Solapur,1066,1223,810
04-12-2023,Pune,1922,1231,704
