Date,District,Rainfall (mm)
11-09-2023,Aurangabad,18.49
11-09-2023,Thane,148.88
11-09-2023,Kolhapur,187.69
11-09-2023,Solapur,125.78
12-09-2023,Pune,10.76
12-09-2023,Nagpur,195.59
12-09-2023,Nashik,174.49
12-09-2023,Mumbai,166.94
12-09-2023,Aurangabad,72.51
12-09-2023,Thane,28.69
12-09-2023,Kolhapur,87.17
12-09-2023,Solapur,178.18
13-09-2023,Pune,125.61
13-09-2023,Nagpur,88.33
13-09-2023,Nashik,157.73
13-09-2023,Mumbai,102.47
13-09-2023,Aurangabad,197.17
13-09-2023,Thane,178.41
13-09-2023,Kolhapur,162.14
13-09-2023,Solapur,126.31
14-09-2023,Pune,127.42
14-09-2023,Nagpur,29.52
14-09-2023,Nashik,148.27
14-09-2023,Mumbai,65.08
14-09-2023,Aurangabad,58.17
14-09-2023,Thane,191.56
14-09-2023,Kolhapur,43.64
14-09-2023,Solapur,95.5
15-09-2023,Pune,153.06
15-09-2023,Nagpur,184.7
15-09-2023,Nashik,10.53
15-09-2023,Mumbai,18.17
15-09-2023,Aurangabad,160.03
15-09-2023,Thane,167.54
15-09-2023,Kolhapur,31.16
15-09-2023,Solapur,135.65
16-09-2023,Pune,135.2
16-09-2023,Nagpur,150.57
16-09-2023,Nashik,145.73
16-09-2023,Mumbai,22.91
16-09-2023,Aurangabad,68.85
16-09-2023,Thane,142.47
16-09-2023,Kolhapur,168.59
16-09-2023,Solapur,142.4
17-09-2023,Pune,32.17
17-09-2023,Nagpur,55.13
17-09-2023,Nashik,193.33
17-09-2023,Mumbai,112.55
17-09-2023,Aurangabad,145.47
17-09-2023,Thane,112.78
17-09-2023,Kolhapur,131.51
17-09-2023,Solapur,117.35
18-09-2023,Pune,108.52
18-09-2023,Nagpur,122.64
18-09-2023,Nashik,17.01
18-09-2023,Mumbai,48.92
18-09-2023,Aurangabad,168.5
18-09-2023,Thane,85.5
18-09-2023,Kolhapur,40.32
18-09-2023,Solapur,80.06
19-09-2023,Pune,12.59
19-09-2023,Nagpur,98.84
19-09-2023,Nashik,165.24
19-09-2023,Mumbai,186.01
19-09-2023,Aurangabad,110.92
19-09-2023,Thane,158.73
19-09-2023,Kolhapur,36.95
19-09-2023,Solapur,106.7
20-09-2023,Pune,52.04
20-09-2023,Nagpur,102.57
20-09-2023,Nashik,64.65
20-09-2023,Mumbai,123.37
20-09-2023,Aurangabad,22.93
20-09-2023,Thane,194.08
20-09-2023,Kolhapur,137.97
20-09-2023,Solapur,166.72
21-09-2023,Pune,34.21
21-09-2023,Nagpur,54.69
21-09-2023,Nashik,12.45
21-09-2023,Mumbai,44.08
21-09-2023,Aurangabad,50.06
21-09-2023,Thane,168.62
21-09-2023,Kolhapur,175.63
21-09-2023,Solapur,171.2
22-09-2023,Pune,96.4
22-09-2023,Nagpur,160.27
22-09-2023,Nashik,112.49
22-09-2023,Mumbai,114.27
22-09-2023,Aurangabad,185.15
22-09-2023,Thane,31.11
22-09-2023,Kolhapur,49.99
22-09-2023,Solapur,28.73
23-09-2023,Pune,106.69
23-09-2023,Nagpur,133.02
23-09-2023,Nashik,156.7
23-09-2023,Mumbai,130.14
23-09-2023,Aurangabad,145.09
23-09-2023,Thane,117.93
23-09-2023,Kolhapur,141.35
23-09-2023,Solapur,76.05
24-09-2023,Pune,187.78
24-09-2023,Nagpur,88.66
24-09-2023,Nashik,160.05
24-09-2023,Mumbai,185.06
24-09-2023,Aurangabad,114.16
24-09-2023,Thane,170.67
24-09-2023,Kolhapur,80.88
24-09-2023,Solapur,106.24
25-09-2023,Pune,150.69
25-09-2023,Nagpur,56.65
25-09-2023,Nashik,147.4
25-09-2023,Mumbai,181.4
25-09-2023,Aurangabad,124.42
25-09-2023,Thane,22.35
25-09-2023,Kolhapur,60.44
25-09-2023,Solapur,65.45
26-09-2023,Pune,42.1
26-09-2023,Nagpur,52.69
26-09-2023,Nashik,140.94
26-09-2023,Mumbai,109.68
26-09-2023,Aurangabad,23.07
26-09-2023,Thane,193.17
26-09-2023,Kolhapur,162.43
26-09-2023,Solapur,185.2
27-09-2023,Pune,157.51
27-09-2023,Nagpur,101.3
27-09-2023,Nashik,182.23
27-09-2023,Mumbai,108.38
27-09-2023,Aurangabad,25.78
27-09-2023,Thane,57.64
27-09-2023,Kolhapur,76.7
27-09-2023,Solapur,15.22
28-09-2023,Pune,153.37
28-09-2023,Nagpur,86.16
28-09-2023,Nashik,75.28
28-09-2023,Mumbai,31.14
28-09-2023,Aurangabad,55.36
28-09-2023,Thane,155.8
28-09-2023,Kolhapur,49.96
28-09-2023,Solapur,50.82
29-09-2023,Pune,63.94
29-09-2023,Nagpur,54.02
29-09-2023,Nashik,161.32
29-09-2023,Mumbai,169.91
29-09-2023,Aurangabad,185.57
29-09-2023,Thane,130.03
29-09-2023,Kolhapur,184.26
29-09-2023,Solapur,82.51
30-09-2023,Pune,155.08
30-09-2023,Nagpur,31.22
30-09-2023,Nashik,134.08
30-09-2023,Mumbai,88.32
30-09-2023,Aurangabad,181.76
30-09-2023,Thane,68.13
30-09-2023,Kolhapur,173.21
30-09-2023,Solapur,32.33
01-10-2023,Pune,129.75
01-10-2023,Nagpur,122.5
01-10-2023,Nashik,167.24
01-10-2023,Mumbai,138.74
01-10-2023,Aurangabad,12.39
01-10-2023,Thane,103.29
01-10-2023,Kolhapur,198.83
01-10-2023,Solapur,103.52
02-10-2023,Pune,143.21
02-10-2023,Nagpur,91.76
02-10-2023,Nashik,96.76
02-10-2023,Mumbai,34.04
02-10-2023,Aurangabad,175.63
02-10-2023,Thane,171.23
02-10-2023,Kolhapur,48.99
02-10-2023,Solapur,124.55
03-10-2023,Pune,46.45
03-10-2023,Nagpur,131.82
03-10-2023,Nashik,121.88
03-10-2023,Mumbai,169.72
03-10-2023,Aurangabad,111.17
03-10-2023,Thane,108.53
03-10-2023,Kolhapur,184.83
03-10-2023,Solapur,48.57
04-10-2023,Pune,49.14
04-10-2023,Nagpur,148.04
04-10-2023,Nashik,18.77
04-10-2023,Mumbai,154.51
04-10-2023,Aurangabad,48.79
04-10-2023,Thane,152.62
04-10-2023,Kolhapur,190.51
04-10-2023,Solapur,186.69
05-10-2023,Pune,92.25
05-10-2023,Nagpur,74.22
05-10-2023,Nashik,164.89
05-10-2023,Mumbai,26.88
05-10-2023,Aurangabad,10.39
05-10-2023,Thane,129.12
05-10-2023,Kolhapur,180.97
05-10-2023,Solapur,177.55
06-10-2023,Pune,120.95
06-10-2023,Nagpur,132.55
06-10-2023,Nashik,175.05
06-10-2023,Mumbai,82.86
06-10-2023,Aurangabad,181.56
06-10-2023,Thane,97.2
06-10-2023,Kolhapur,150.79
06-10-2023,Solapur,119.3
07-10-2023,Pune,197.47
07-10-2023,Nagpur,165.67
07-10-2023,Nashik,179.89
07-10-2023,Mumbai,54.26
07-10-2023,Aurangabad,164.79
07-10-2023,Thane,176.3
07-10-2023,Kolhapur,63.08
07-10-2023,Solapur,21.83
08-10-2023,Pune,155.39
08-10-2023,Nagpur,22.23
08-10-2023,Nashik,93.47
08-10-2023,Mumbai,151.01
08-10-2023,Aurangabad,24.39
08-10-2023,Thane,145.76
08-10-2023,Kolhapur,119.7
08-10-2023,Solapur,160.25
09-10-2023,Pune,97.02
09-10-2023,Nagpur,36.3
09-10-2023,Nashik,178.86
09-10-2023,Mumbai,73.49
09-10-2023,Aurangabad,39.99
09-10-2023,Thane,162.53
09-10-2023,Kolhapur,65.24
09-10-2023,Solapur,12.23
10-10-2023,Pune,102.71
10-10-2023,Nagpur,14.03
10-10-2023,Nashik,157.88
10-10-2023,Mumbai,171.54
10-10-2023,Aurangabad,59.83
10-10-2023,Thane,133.47
10-10-2023,Kolhapur,151.95
10-10-2023,Solapur,19.11
11-10-2023,Pune,55.85
11-10-2023,Nagpur,130.23
11-10-2023,Nashik,147.87
11-10-2023,Mumbai,138.99
11-10-2023,Aurangabad,161.26
11-10-2023,Thane,57.92
11-10-2023,Kolhapur,39.15
11-10-2023,Solapur,42.55
12-10-2023,Pune,185.32
12-10-2023,Nagpur,17.1
12-10-2023,Nashik,104.76
12-10-2023,Mumbai,86.82
12-10-2023,Aurangabad,141.74
12-10-2023,Thane,21.3
12-10-2023,Kolhapur,158.69
12-10-2023,Solapur,76.36
13-10-2023,Pune,108.29
13-10-2023,Nagpur,147.38
13-10-2023,Nashik,68.4
13-10-2023,Mumbai,199.46
13-10-2023,Aurangabad,86.93
13-10-2023,Thane,78.07
13-10-2023,Kolhapur,37.27
13-10-2023,Solapur,52.43
14-10-2023,Pune,118.06
14-10-2023,Nagpur,166.26
14-10-2023,Nashik,150.19
14-10-2023,Mumbai,173.74
14-10-2023,Aurangabad,188.99
14-10-2023,Thane,55.27
14-10-2023,Kolhapur,62.34
14-10-2023,Solapur,26.67
15-10-2023,Pune,59.26
15-10-2023,Nagpur,158.5
15-10-2023,Nashik,106.63
15-10-2023,Mumbai,93.55
15-10-2023,Aurangabad,56.66
15-10-2023,Thane,152.96
15-10-2023,Kolhapur,192.18
15-10-2023,Solapur,103.33
16-10-2023,Pune,43.03
16-10-2023,Nagpur,15.78
16-10-2023,Nashik,145.6
16-10-2023,Mumbai,151.25
16-10-2023,Aurangabad,165.87
16-10-2023,Thane,88.06
16-10-2023,Kolhapur,147.67
16-10-2023,Solapur,91.49
17-10-2023,Pune,113.81
17-10-2023,Nagpur,52.38
17-10-2023,Nashik,120.4
17-10-2023,Mumbai,106.92
17-10-2023,Aurangabad,90.31
17-10-2023,Thane,137.12
17-10-2023,Kolhapur,120.9
17-10-2023,Solapur,162.02
18-10-2023,Pune,111.54
18-10-2023,Nagpur,113.68
18-10-2023,Nashik,154.42
18-10-2023,Mumbai,153.77
18-10-2023,Aurangabad,193.65
18-10-2023,Thane,88.17
18-10-2023,Kolhapur,18.63
18-10-2023,Solapur,30.4
19-10-2023,Pune,143.3
19-10-2023,Nagpur,189.09
19-10-2023,Nashik,133.49
19-10-2023,Mumbai,99.48
19-10-2023,Aurangabad,49.8
19-10-2023,Thane,190.13
19-10-2023,Kolhapur,151.05
19-10-2023,Solapur,55.45
20-10-2023,Pune,155.7
20-10-2023,Nagpur,150.67
20-10-2023,Nashik,150.88
20-10-2023,Mumbai,20.06
20-10-2023,Aurangabad,186.65
20-10-2023,Thane,82.23
20-10-2023,Kolhapur,13.69
20-10-2023,Solapur,39.28
21-10-2023,Pune,12.53
21-10-2023,Nagpur,199.48
21-10-2023,Nashik,142.53
21-10-2023,Mumbai,180.42
21-10-2023,Aurangabad,142.66
21-10-2023,Thane,142.7
21-10-2023,Kolhapur,18.15
21-10-2023,Solapur,10.71
22-10-2023,Pune,63.46
22-10-2023,Nagpur,59.48
22-10-2023,Nashik,116.59
22-10-2023,Mumbai,75.55
22-10-2023,Aurangabad,10.33
22-10-2023,Thane,147.29
22-10-2023,Kolhapur,113.15
22-10-2023,Solapur,36.21
23-10-2023,Pune,45.99
23-10-2023,Nagpur,89.19
23-10-2023,Nashik,197.22
23-10-2023,Mumbai,59.41
23-10-2023,Aurangabad,24.33
23-10-2023,Thane,114.79
23-10-2023,Kolhapur,142.49
23-10-2023,Solapur,89.6
24-10-2023,Pune,150.78
24-10-2023,Nagpur,154.52
24-10-2023,Nashik,162.02
24-10-2023,Mumbai,143.35
24-10-2023,Aurangabad,72.14
24-10-2023,Thane,97.01
24-10-2023,Kolhapur,84.9
24-10-2023,Solapur,48.88
25-10-2023,Pune,134.53
25-10-2023,Nagpur,36.0
25-10-2023,Nashik,174.52
25-10-2023,Mumbai,53.25
25-10-2023,Aurangabad,63.7
25-10-2023,Thane,161.07
25-10-2023,Kolhapur,123.76
25-10-2023,Solapur,127.32
26-10-2023,Pune,131.95
26-10-2023,Nagpur,53.21
26-10-2023,Nashik,159.57
26-10-2023,Mumbai,119.13
26-10-2023,Aurangabad,93.88
26-10-2023,Thane,195.08
26-10-2023,Kolhapur,105.28
26-10-2023,Solapur,86.25
27-10-2023,Pune,77.6
27-10-2023,Nagpur,185.18
27-10-2023,Nashik,141.23
27-10-2023,Mumbai,103.44
27-10-2023,Aurangabad,87.41
27-10-2023,Thane,94.29
27-10-2023,Kolhapur,120.83
27-10-2023,Solapur,192.7
28-10-2023,Pune,67.0
28-10-2023,Nagpur,191.94
28-10-2023,Nashik,67.95
28-10-2023,Mumbai,159.62
28-10-2023,Aurangabad,86.46
28-10-2023,Thane,88.13
28-10-2023,Kolhapur,159.58
28-10-2023,Solapur,105.87
29-10-2023,Pune,154.9
29-10-2023,Nagpur,89.54
29-10-2023,Nashik,25.9
29-10-2023,Mumbai,134.43
29-10-2023,Aurangabad,51.27
29-10-2023,Thane,152.7
29-10-2023,Kolhapur,35.65
29-10-2023,Solapur,48.36
30-10-2023,Pune,189.74
30-10-2023,Nagpur,111.44
30-10-2023,Nashik,63.89
30-10-2023,Mumbai,129.69
30-10-2023,Aurangabad,107.87
30-10-2023,Thane,154.81
30-10-2023,Kolhapur,110.85
30-10-2023,Solapur,120.33
31-10-2023,Pune,170.49
31-10-2023,Nagpur,117.96
31-10-2023,Nashik,140.18
31-10-2023,Mumbai,131.23
31-10-2023,Aurangabad,161.57
31-10-2023,Thane,65.63
31-10-2023,Kolhapur,38.52
31-10-2023,Solapur,85.9
01-11-2023,Pune,194.07
01-11-2023,Nagpur,95.48
01-11-2023,Nashik,115.91
01-11-2023,Mumbai,75.89
01-11-2023,Aurangabad,83.11
01-11-2023,Thane,167.58
01-11-2023,Kolhapur,168.43
01-11-2023,Solapur,88.72
02-11-2023,Pune,56.8
02-11-2023,Nagpur,55.39
02-11-2023,Nashik,31.34
02-11-2023,Mumbai,81.11
02-11-2023,Aurangabad,167.0
02-11-2023,Thane,80.57
02-11-2023,Kolhapur,13.09
02-11-2023,Solapur,80.44
03-11-2023,Pune,43.04
03-11-2023,Nagpur,160.53
03-11-2023,Nashik,180.04
03-11-2023,Mumbai,176.39
03-11-2023,Aurangabad,180.58
03-11-2023,Thane,96.75
03-11-2023,Kolhapur,58.1
03-11-2023,Solapur,32.59
04-11-2023,Pune,15.01
04-11-2023,Nagpur,177.22
04-11-2023,Nashik,193.25
04-11-2023,Mumbai,191.0
04-11-2023,Aurangabad,113.15
04-11-2023,Thane,158.4
04-11-2023,Kolhapur,187.64
04-11-2023,Solapur,191.25
05-11-2023,Pune,141.32
05-11-2023,Nagpur,31.13
05-11-2023,Nashik,18.77
05-11-2023,Mumbai,73.35
05-11-2023,Aurangabad,119.63
05-11-2023,Thane,111.66
05-11-2023,Kolhapur,165.54
05-11-2023,Solapur,110.73
06-11-2023,Pune,99.8
06-11-2023,Nagpur,194.53
06-11-2023,Nashik,166.72
06-11-2023,Mumbai,167.37
06-11-2023,Aurangabad,130.49
06-11-2023,Thane,153.82
06-11-2023,Kolhapur,195.89
06-11-2023,Solapur,142.88
07-11-2023,Pune,194.16
07-11-2023,Nagpur,98.74
07-11-2023,Nashik,32.56
07-11-2023,Mumbai,99.64
07-11-2023,Aurangabad,195.63
07-11-2023,Thane,17.19
07-11-2023,Kolhapur,57.63
07-11-2023,Solapur,161.83
08-11-2023,Pune,137.58
08-11-2023,Nagpur,26.84
08-11-2023,Nashik,193.2
08-11-2023,Mumbai,47.23
08-11-2023,Aurangabad,170.38
08-11-2023,Thane,81.75
08-11-2023,Kolhapur,185.38
08-11-2023,Solapur,14.86
09-11-2023,Pune,22.65
09-11-2023,Nagpur,177.54
09-11-2023,Nashik,102.28
09-11-2023,Mumbai,133.6
09-11-2023,Aurangabad,140.28
09-11-2023,Thane,54.02
09-11-2023,Kolhapur,79.81
09-11-2023,Solapur,163.09
10-11-2023,Pune,175.18
10-11-2023,Nagpur,47.78
10-11-2023,Nashik,132.52
10-11-2023,Mumbai,57.25
10-11-2023,Aurangabad,152.7
10-11-2023,Thane,175.75
10-11-2023,Kolhapur,161.65
10-11-2023,Solapur,130.69
11-11-2023,Pune,177.1
11-11-2023,Nagpur,33.63
11-11-2023,Nashik,70.87
11-11-2023,Mumbai,56.86
11-11-2023,Aurangabad,35.15
11-11-2023,Thane,79.06
11-11-2023,Kolhapur,47.15
11-11-2023,Solapur,25.07
12-11-2023,Pune,49.61
12-11-2023,Nagpur,16.06
12-11-2023,Nashik,79.88
12-11-2023,Mumbai,21.78
12-11-2023,Aurangabad,163.35
12-11-2023,Thane,14.0
12-11-2023,Kolhapur,56.48
12-11-2023,Solapur,173.61
13-11-2023,Pune,78.61
13-11-2023,Nagpur,88.44
13-11-2023,Nashik,112.38
13-11-2023,Mumbai,144.2
13-11-2023,Aurangabad,86.98
13-11-2023,Thane,172.16
13-11-2023,Kolhapur,95.41
13-11-2023,Solapur,178.35
14-11-2023,Pune,25.31
14-11-2023,Nagpur,160.31
14-11-2023,Nashik,163.84
14-11-2023,Mumbai,25.83
14-11-2023,Aurangabad,20.99
14-11-2023,Thane,122.98
14-11-2023,Kolhapur,124.34
14-11-2023,Solapur,66.88
15-11-2023,Pune,162.5
15-11-2023,Nagpur,144.55
15-11-2023,Nashik,194.75
15-11-2023,Mumbai,12.11
15-11-2023,Aurangabad,113.14
15-11-2023,Thane,11.95
15-11-2023,Kolhapur,42.08
15-11-2023,Solapur,49.59
16-11-2023,Pune,110.41
16-11-2023,Nagpur,69.82
16-11-2023,Nashik,33.3
16-11-2023,Mumbai,97.35
16-11-2023,Aurangabad,29.8
16-11-2023,Thane,43.75
16-11-2023,Kolhapur,36.02
16-11-2023,Solapur,105.58
17-11-2023,Pune,44.74
17-11-2023,Nagpur,190.75
17-11-2023,Nashik,157.34
17-11-2023,Mumbai,56.72
17-11-2023,Aurangabad,123.65
17-11-2023,Thane,21.97
17-11-2023,Kolhapur,67.17
17-11-2023,Solapur,166.5
18-11-2023,Pune,157.94
18-11-2023,Nagpur,170.85
18-11-2023,Nashik,133.44
18-11-2023,Mumbai,27.2
18-11-2023,Aurangabad,117.69
18-11-2023,Thane,195.43
18-11-2023,Kolhapur,40.1
18-11-2023,Solapur,196.98
19-11-2023,Pune,141.94
19-11-2023,Nagpur,89.94
19-11-2023,Nashik,83.22
19-11-2023,Mumbai,162.95
19-11-2023,Aurangabad,36.79
19-11-2023,Thane,190.85
19-11-2023,Kolhapur,103.84
19-11-2023,Solapur,93.92
20-11-2023,Pune,122.92
20-11-2023,Nagpur,182.79
20-11-2023,Nashik,118.27
20-11-2023,Mumbai,21.08
20-11-2023,Aurangabad,81.98
20-11-2023,Thane,32.8
20-11-2023,Kolhapur,59.76
20-11-2023,Solapur,109.21
21-11-2023,Pune,126.38
21-11-2023,Nagpur,83.14
21-11-2023,Nashik,66.33
21-11-2023,Mumbai,79.96
21-11-2023,Aurangabad,30.21
21-11-2023,Thane,95.19
21-11-2023,Kolhapur,22.9
21-11-2023,Solapur,91.05
22-11-2023,Pune,83.93
22-11-2023,Nagpur,164.77
22-11-2023,Nashik,64.16
22-11-2023,Mumbai,18.64
22-11-2023,Aurangabad,41.97
22-11-2023,Thane,140.67
22-11-2023,Kolhapur,129.48
22-11-2023,Solapur,154.11
23-11-2023,Pune,77.89
23-11-2023,Nagpur,176.5
23-11-2023,Nashik,85.6
23-11-2023,Mumbai,126.01
23-11-2023,Aurangabad,199.67
23-11-2023,Thane,145.02
23-11-2023,Kolhapur,112.56
23-11-2023,Solapur,182.17
24-11-2023,Pune,131.56
24-11-2023,Nagpur,194.09
24-11-2023,Nashik,59.32
24-11-2023,Mumbai,169.95
24-11-2023,Aurangabad,40.95
24-11-2023,Thane,36.88
24-11-2023,Kolhapur,39.22
24-11-2023,Solapur,124.25
25-11-2023,Pune,153.28
25-11-2023,Nagpur,21.41
25-11-2023,Nashik,192.01
25-11-2023,Mumbai,121.27
25-11-2023,Aurangabad,178.15
25-11-2023,Thane,112.32
25-11-2023,Kolhapur,101.77
25-11-2023,Solapur,188.47
26-11-2023,Pune,190.62
26-11-2023,Nagpur,46.86
26-11-2023,Nashik,25.63
26-11-2023,Mumbai,84.8
26-11-2023,Aurangabad,120.94
26-11-2023,Thane,145.03
26-11-2023,Kolhapur,128.33
26-11-2023,Solapur,66.57
27-11-2023,Pune,194.23
27-11-2023,Nagpur,103.34
27-11-2023,Nashik,141.29
27-11-2023,Mumbai,124.02
27-11-2023,Aurangabad,120.26
27-11-2023,Thane,136.84
27-11-2023,Kolhapur,29.92
27-11-2023,Solapur,95.51
28-11-2023,Pune,30.7
28-11-2023,Nagpur,104.49
28-11-2023,Nashik,115.14
28-11-2023,Mumbai,129.32
28-11-2023,Aurangabad,199.4
28-11-2023,Thane,189.81
28-11-2023,Kolhapur,171.27
28-11-2023,Solapur,156.52
29-11-2023,Pune,63.94
29-11-2023,Nagpur,159.14
29-11-2023,Nashik,160.93
29-11-2023,Mumbai,91.38
29-11-2023,Aurangabad,117.25
29-11-2023,Thane,35.85
29-11-2023,Kolhapur,100.08
29-11-2023,Solapur,161.65
30-11-2023,Pune,78.27
30-11-2023,Nagpur,59.07
30-11-2023,Nashik,194.57
30-11-2023,Mumbai,72.81
30-11-2023,Aurangabad,145.64
30-11-2023,Thane,53.51
30-11-2023,Kolhapur,95.8
30-11-2023,Solapur,142.98
01-12-2023,Pune,62.23
01-12-2023,Nagpur,50.89
01-12-2023,Nashik,113.47
01-12-2023,Mumbai,46.99
01-12-2023,Aurangabad,136.36
01-12-2023,Thane,120.71
01-12-2023,Kolhapur,183.93
01-12-2023,Solapur,71.3
02-12-2023,Pune,70.63
02-12-2023,Nagpur,27.29
02-12-2023,Nashik,41.51
02-12-2023,Mumbai,131.54
02-12-2023,Aurangabad,29.45
02-12-2023,Thane,38.02
02-12-2023,Kolhapur,152.36
02-12-2023,Solapur,24.91
03-12-2023,Pune,135.32
03-12-2023,Nagpur,194.94
03-12-2023,Nashik,61.74
03-12-2023,Mumbai,63.17
03-12-2023,Aurangabad,85.2
03-12-2023,Thane,160.28
03-12-2023,Kolhapur,28.08
03-12-2023,Solapur,192.63
04-12-2023,Pune,12.2
04-12-2023,Nagpur,170.39
04-12-2023,Nashik,91.57
04-12-2023,Mumbai,195.02
04-12-2023,Aurangabad,30.55
04-12-2023,Thane,181.35
04-12-2023,Kolhapur,23.37
04-12-2023,Solapur,127.27
05-12-2023,Pune,181.38
05-12-2023,Nagpur,115.45
05-12-2023,Nashik,183.78
05-12-2023,Mumbai,146.17
05-12-2023,Aurangabad,123.64
05-12-2023,Thane,142.77
05-12-2023,Kolhapur,63.48
05-12-2023,Solapur,54.13
06-12-2023,Pune,128.93
06-12-2023,Nagpur,98.55
06-12-2023,Nashik,17.0
06-12-2023,Mumbai,45.95
06-12-2023,Aurangabad,115.49
06-12-2023,Thane,114.64
06-12-2023,Kolhapur,31.59
06-12-2023,Solapur,126.73
07-12-2023,Pune,23.73
07-12-2023,Nagpur,13.6
07-12-2023,Nashik,38.68
07-12-2023,Mumbai,71.65
07-12-2023,Aurangabad,186.25
07-12-2023,Thane,196.67
07-12-2023,Kolhapur,132.48
07-12-2023,Solapur,13.27
08-12-2023,Pune,121.17
08-12-2023,Nagpur,95.34
08-12-2023,Nashik,180.93
08-12-2023,Mumbai,137.23
08-12-2023,Aurangabad,161.12
08-12-2023,Thane,157.67
08-12-2023,Kolhapur,115.51
08-12-2023,Solapur,94.69
09-12-2023,Pune,65.82
09-12-2023,Nagpur,180.47
09-12-2023,Nashik,14.5
09-12-2023,Mumbai,170.18
09-12-2023,Aurangabad,123.36
09-12-2023,Thane,113.58
09-12-2023,Kolhapur,169.29
09-12-2023,Solapur,75.95
10-12-2023,Pune,104.6
10-12-2023,Nagpur,141.95
10-12-2023,Nashik,134.49
10-12-2023,Mumbai,186.61
10-12-2023,Aurangabad,120.93
10-12-2023,Thane,92.74
10-12-2023,Kolhapur,84.49
10-12-2023,Solapur,119.17
11-12-2023,Pune,113.1
11-12-2023,Nagpur,163.03
11-12-2023,Nashik,101.21
11-12-2023,Mumbai,77.61
11-12-2023,Aurangabad,142.51
11-12-2023,Thane,185.42
11-12-2023,Kolhapur,166.02
11-12-2023,Solapur,26.9
12-12-2023,Pune,19.14
12-12-2023,Nagpur,50.17
12-12-2023,Nashik,136.8
12-12-2023,Mumbai,134.23
12-12-2023,Aurangabad,74.91
12-12-2023,Thane,80.74
12-12-2023,Kolhapur,27.92
12-12-2023,Solapur,155.69
13-12-2023,Pune,147.72
13-12-2023,Nagpur,33.36
13-12-2023,Nashik,123.59
13-12-2023,Mumbai,120.71
13-12-2023,Aurangabad,20.89
13-12-2023,Thane,157.85
13-12-2023,Kolhapur,49.01
13-12-2023,Solapur,170.77
14-12-2023,Pune,21.82
14-12-2023,Nagpur,12.27
14-12-2023,Nashik,61.55
14-12-2023,Mumbai,163.52
14-12-2023,Aurangabad,21.35
14-12-2023,Thane,158.65
14-12-2023,Kolhapur,120.04
14-12-2023,Solapur,37.36
15-12-2023,Pune,10.34
15-12-2023,Nagpur,142.96
15-12-2023,Nashik,122.08
15-12-2023,Mumbai,160.93
15-12-2023,Aurangabad,136.6
15-12-2023,Thane,159.58
15-12-2023,Kolhapur,139.07
15-12-2023,Solapur,64.3
16-12-2023,Pune,66.26
16-12-2023,Nagpur,192.46
16-12-2023,Nashik,40.25
16-12-2023,Mumbai,166.98
16-12-2023,Aurangabad,53.05
16-12-2023,Thane,67.79
16-12-2023,Kolhapur,193.39
16-12-2023,Solapur,87.32
17-12-2023,Pune,180.44
17-12-2023,Nagpur,175.32
17-12-2023,Nashik,66.95
17-12-2023,Mumbai,176.07
17-12-2023,Aurangabad,11.22
17-12-2023,Thane,23.29
17-12-2023,Kolhapur,167.07
17-12-2023,Solapur,110.88
18-12-2023,Pune,185.42
18-12-2023,Nagpur,64.1
18-12-2023,Nashik,23.19
18-12-2023,Mumbai,168.36
18-12-2023,Aurangabad,106.5
18-12-2023,Thane,90.86
18-12-2023,Kolhapur,169.52
18-12-2023,Solapur,144.06
19-12-2023,Pune,93.04
19-12-2023,Nagpur,33.2
19-12-2023,Nashik,123.67
19-12-2023,Mumbai,78.18
19-12-2023,Aurangabad,75.67
19-12-2023,Thane,35.83
19-12-2023,Kolhapur,176.77
19-12-2023,Solapur,53.82
20-12-2023,Pune,56.13
20-12-2023,Nagpur,21.87
20-12-2023,Nashik,140.85
20-12-2023,Mumbai,30.54
20-12-2023,Aurangabad,26.18
20-12-2023,Thane,130.51
20-12-2023,Kolhapur,41.25
20-12-2023,Solapur,65.8
21-12-2023,Pune,152.56
21-12-2023,Nagpur,116.82
21-12-2023,Nashik,83.3
21-12-2023,Mumbai,115.58
21-12-2023,Aurangabad,107.28
21-12-2023,Thane,187.36
21-12-2023,Kolhapur,43.53
21-12-2023,Solapur,111.55
22-12-2023,Pune,70.25
22-12-2023,Nagpur,110.04
22-12-2023,Nashik,31.9
22-12-2023,Mumbai,26.72
22-12-2023,Aurangabad,75.78
22-12-2023,Thane,65.72
22-12-2023,Kolhapur,130.04
22-12-2023,Solapur,184.87
23-12-2023,Pune,153.65
23-12-2023,Nagpur,96.51
23-12-2023,Nashik,127.41
23-12-2023,Mumbai,23.7
23-12-2023,Aurangabad,27.77
23-12-2023,Thane,45.43
23-12-2023,Kolhapur,197.18
23-12-2023,Solapur,103.56
24-12-2023,Pune,148.31
24-12-2023,Nagpur,132.86
24-12-2023,Nashik,118.02
24-12-2023,Mumbai,26.5
24-12-2023,Aurangabad,42.31
24-12-2023,Thane,22.08
24-12-2023,Kolhapur,180.09
24-12-2023,Solapur,23.04
25-12-2023,Pune,14.5
25-12-2023,Nagpur,181.21
25-12-2023,Nashik,119.56
25-12-2023,Mumbai,31.68
25-12-2023,Aurangabad,96.84
25-12-2023,Thane,54.32
25-12-2023,Kolhapur,20.34
25-12-2023,Solapur,71.0
26-12-2023,Pune,106.86
26-12-2023,Nagpur,48.21
26-12-2023,Nashik,16.96
